channel,time,pm_2_5
wb_47,2019-06-27 01:00:00+03:00,74.25818181818181
wb_47,2019-06-27 02:00:00+03:00,78.34486486486486
wb_47,2019-06-27 03:00:00+03:00,94.6951162790698
wb_47,2019-06-27 04:00:00+03:00,100.30431818181818
wb_47,2019-06-27 05:00:00+03:00,93.22604651162793
wb_47,2019-06-27 06:00:00+03:00,81.19
wb_47,2019-06-27 07:00:00+03:00,69.05953488372093
wb_47,2019-06-27 08:00:00+03:00,89.48511627906976
wb_47,2019-06-27 09:00:00+03:00,78.92227272727273
wb_47,2019-06-27 10:00:00+03:00,148.60136363636363
wb_47,2019-06-27 11:00:00+03:00,98.77790697674418
wb_47,2019-06-27 12:00:00+03:00,60.50595238095238
wb_47,2019-06-27 13:00:00+03:00,43.462380952380954
wb_47,2019-06-27 14:00:00+03:00,39.85682926829269
wb_47,2019-06-27 15:00:00+03:00,41.267105263157916
wb_47,2019-06-27 16:00:00+03:00,37.19761904761903
wb_47,2019-06-27 17:00:00+03:00,30.2002380952381
wb_47,2019-06-27 18:00:00+03:00,25.334782608695654
wb_47,2019-06-27 19:00:00+03:00,34.684
wb_47,2019-06-27 20:00:00+03:00,51.63488372093024
wb_47,2019-06-27 21:00:00+03:00,54.79487179487178
wb_47,2019-06-27 22:00:00+03:00,70.611
wb_47,2019-06-27 23:00:00+03:00,69.30756097560976
wb_47,2019-06-28 00:00:00+03:00,49.01488372093024
wb_47,2019-06-28 01:00:00+03:00,38.277142857142834
wb_47,2019-06-28 02:00:00+03:00,47.75899999999999
wb_47,2019-06-28 03:00:00+03:00,56.10418604651163
wb_47,2019-06-28 04:00:00+03:00,44.83153846153847
wb_47,2019-06-28 05:00:00+03:00,42.391818181818174
wb_47,2019-06-28 06:00:00+03:00,43.52749999999999
wb_47,2019-06-28 07:00:00+03:00,34.76999999999999
wb_47,2019-06-28 08:00:00+03:00,33.558181818181815
wb_47,2019-06-28 09:00:00+03:00,15.252666666666672
wb_47,2019-06-28 10:00:00+03:00,22.221666666666664
wb_47,2019-06-28 11:00:00+03:00,41.61857142857142
wb_47,2019-06-28 12:00:00+03:00,48.939268292682925
wb_47,2019-06-28 13:00:00+03:00,69.34048780487805
wb_47,2019-06-28 14:00:00+03:00,42.29918918918918
wb_47,2019-06-28 15:00:00+03:00,41.63363636363637
wb_47,2019-06-28 16:00:00+03:00,45.59256410256411
wb_47,2019-06-28 17:00:00+03:00,46.35619047619049
wb_47,2019-06-28 18:00:00+03:00,36.56153846153846
wb_47,2019-06-28 19:00:00+03:00,27.391162790697685
wb_47,2019-06-28 20:00:00+03:00,30.584761904761915
wb_47,2019-06-28 21:00:00+03:00,32.25162790697675
wb_47,2019-06-28 22:00:00+03:00,39.3467441860465
wb_47,2019-06-28 23:00:00+03:00,49.266578947368416
wb_47,2019-06-29 00:00:00+03:00,56.496279069767446
wb_47,2019-06-29 01:00:00+03:00,61.68439024390243
wb_47,2019-06-29 02:00:00+03:00,56.85931818181817
wb_47,2019-06-29 03:00:00+03:00,67.63358974358975
wb_47,2019-06-29 04:00:00+03:00,83.34348837209299
wb_47,2019-06-29 05:00:00+03:00,103.03418604651165
wb_47,2019-06-29 06:00:00+03:00,125.815
wb_47,2019-06-29 07:00:00+03:00,100.5620930232558
wb_47,2019-06-29 08:00:00+03:00,85.73454545454545
