Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Kampala,PM2.5 - Principal,2017-01-01 01:00 AM,2017,1,1,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 02:00 AM,2017,1,1,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 03:00 AM,2017,1,1,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 04:00 AM,2017,1,1,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 05:00 AM,2017,1,1,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 06:00 AM,2017,1,1,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 07:00 AM,2017,1,1,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 08:00 AM,2017,1,1,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 09:00 AM,2017,1,1,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 10:00 AM,2017,1,1,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 11:00 AM,2017,1,1,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 12:00 PM,2017,1,1,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 01:00 PM,2017,1,1,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 02:00 PM,2017,1,1,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 03:00 PM,2017,1,1,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 04:00 PM,2017,1,1,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 05:00 PM,2017,1,1,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 06:00 PM,2017,1,1,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 07:00 PM,2017,1,1,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 08:00 PM,2017,1,1,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 09:00 PM,2017,1,1,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 10:00 PM,2017,1,1,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-01 11:00 PM,2017,1,1,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 12:00 AM,2017,1,2,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 01:00 AM,2017,1,2,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 02:00 AM,2017,1,2,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 03:00 AM,2017,1,2,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 04:00 AM,2017,1,2,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 05:00 AM,2017,1,2,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 06:00 AM,2017,1,2,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 07:00 AM,2017,1,2,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 08:00 AM,2017,1,2,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 09:00 AM,2017,1,2,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 10:00 AM,2017,1,2,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 11:00 AM,2017,1,2,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 12:00 PM,2017,1,2,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 01:00 PM,2017,1,2,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 02:00 PM,2017,1,2,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 03:00 PM,2017,1,2,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 04:00 PM,2017,1,2,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 05:00 PM,2017,1,2,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 06:00 PM,2017,1,2,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 07:00 PM,2017,1,2,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 08:00 PM,2017,1,2,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 09:00 PM,2017,1,2,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 10:00 PM,2017,1,2,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-02 11:00 PM,2017,1,2,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 12:00 AM,2017,1,3,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 01:00 AM,2017,1,3,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 02:00 AM,2017,1,3,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 03:00 AM,2017,1,3,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 04:00 AM,2017,1,3,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 05:00 AM,2017,1,3,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 06:00 AM,2017,1,3,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 07:00 AM,2017,1,3,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 08:00 AM,2017,1,3,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 09:00 AM,2017,1,3,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 10:00 AM,2017,1,3,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 11:00 AM,2017,1,3,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 12:00 PM,2017,1,3,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 01:00 PM,2017,1,3,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 02:00 PM,2017,1,3,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 03:00 PM,2017,1,3,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 04:00 PM,2017,1,3,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 05:00 PM,2017,1,3,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 06:00 PM,2017,1,3,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 07:00 PM,2017,1,3,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 08:00 PM,2017,1,3,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 09:00 PM,2017,1,3,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 10:00 PM,2017,1,3,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-03 11:00 PM,2017,1,3,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 12:00 AM,2017,1,4,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 01:00 AM,2017,1,4,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 02:00 AM,2017,1,4,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 03:00 AM,2017,1,4,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 04:00 AM,2017,1,4,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 05:00 AM,2017,1,4,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 06:00 AM,2017,1,4,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 07:00 AM,2017,1,4,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 08:00 AM,2017,1,4,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 09:00 AM,2017,1,4,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 10:00 AM,2017,1,4,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 11:00 AM,2017,1,4,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 12:00 PM,2017,1,4,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 01:00 PM,2017,1,4,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 02:00 PM,2017,1,4,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 03:00 PM,2017,1,4,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 04:00 PM,2017,1,4,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 05:00 PM,2017,1,4,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 06:00 PM,2017,1,4,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 07:00 PM,2017,1,4,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 08:00 PM,2017,1,4,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 09:00 PM,2017,1,4,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 10:00 PM,2017,1,4,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-04 11:00 PM,2017,1,4,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 12:00 AM,2017,1,5,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 01:00 AM,2017,1,5,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 02:00 AM,2017,1,5,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 03:00 AM,2017,1,5,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 04:00 AM,2017,1,5,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 05:00 AM,2017,1,5,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 06:00 AM,2017,1,5,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 07:00 AM,2017,1,5,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 08:00 AM,2017,1,5,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 09:00 AM,2017,1,5,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 10:00 AM,2017,1,5,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 11:00 AM,2017,1,5,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 12:00 PM,2017,1,5,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 01:00 PM,2017,1,5,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 02:00 PM,2017,1,5,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 03:00 PM,2017,1,5,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 04:00 PM,2017,1,5,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 05:00 PM,2017,1,5,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 06:00 PM,2017,1,5,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 07:00 PM,2017,1,5,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 08:00 PM,2017,1,5,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 09:00 PM,2017,1,5,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 10:00 PM,2017,1,5,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-05 11:00 PM,2017,1,5,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 12:00 AM,2017,1,6,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 01:00 AM,2017,1,6,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 02:00 AM,2017,1,6,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 03:00 AM,2017,1,6,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 04:00 AM,2017,1,6,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 05:00 AM,2017,1,6,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 06:00 AM,2017,1,6,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 07:00 AM,2017,1,6,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 08:00 AM,2017,1,6,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 09:00 AM,2017,1,6,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 10:00 AM,2017,1,6,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 11:00 AM,2017,1,6,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 12:00 PM,2017,1,6,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 01:00 PM,2017,1,6,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 02:00 PM,2017,1,6,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 03:00 PM,2017,1,6,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 04:00 PM,2017,1,6,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 05:00 PM,2017,1,6,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 06:00 PM,2017,1,6,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 07:00 PM,2017,1,6,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 08:00 PM,2017,1,6,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 09:00 PM,2017,1,6,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 10:00 PM,2017,1,6,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-06 11:00 PM,2017,1,6,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 12:00 AM,2017,1,7,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 01:00 AM,2017,1,7,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 02:00 AM,2017,1,7,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 03:00 AM,2017,1,7,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 04:00 AM,2017,1,7,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 05:00 AM,2017,1,7,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 06:00 AM,2017,1,7,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 07:00 AM,2017,1,7,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 08:00 AM,2017,1,7,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 09:00 AM,2017,1,7,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 10:00 AM,2017,1,7,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 11:00 AM,2017,1,7,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 12:00 PM,2017,1,7,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 01:00 PM,2017,1,7,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 02:00 PM,2017,1,7,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 03:00 PM,2017,1,7,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 04:00 PM,2017,1,7,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 05:00 PM,2017,1,7,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 06:00 PM,2017,1,7,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 07:00 PM,2017,1,7,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 08:00 PM,2017,1,7,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 09:00 PM,2017,1,7,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 10:00 PM,2017,1,7,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-07 11:00 PM,2017,1,7,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 12:00 AM,2017,1,8,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 01:00 AM,2017,1,8,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 02:00 AM,2017,1,8,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 03:00 AM,2017,1,8,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 04:00 AM,2017,1,8,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 05:00 AM,2017,1,8,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 06:00 AM,2017,1,8,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 07:00 AM,2017,1,8,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 08:00 AM,2017,1,8,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 09:00 AM,2017,1,8,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 10:00 AM,2017,1,8,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 11:00 AM,2017,1,8,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 12:00 PM,2017,1,8,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 01:00 PM,2017,1,8,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 02:00 PM,2017,1,8,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 03:00 PM,2017,1,8,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 04:00 PM,2017,1,8,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 05:00 PM,2017,1,8,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 06:00 PM,2017,1,8,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 07:00 PM,2017,1,8,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 08:00 PM,2017,1,8,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 09:00 PM,2017,1,8,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 10:00 PM,2017,1,8,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-08 11:00 PM,2017,1,8,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-09 12:00 AM,2017,1,9,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-09 01:00 AM,2017,1,9,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-09 02:00 AM,2017,1,9,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-09 03:00 AM,2017,1,9,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-09 04:00 AM,2017,1,9,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-09 05:00 AM,2017,1,9,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-09 06:00 AM,2017,1,9,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-09 07:00 AM,2017,1,9,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-09 08:00 AM,2017,1,9,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-09 09:00 AM,2017,1,9,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-09 10:00 AM,2017,1,9,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-09 11:00 AM,2017,1,9,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2017-01-09 12:00 PM,2017,1,9,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
